player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Terry McLaurin,48229,WR,WAS,10,14.1,3,64.4,53.3,8,15,0,2.6,1,33,32,0,81.9,77.9,86.5,,87.0,0.0,0,1,56,0.0,0,284,2,38,92.3,262,13.7,39,106.7,59,3,86.3,245,582,99,2.6,15.3,2.22
Calvin Austin III,61418,WR,PIT,15,11.1,3,58.6,45.5,5,11,0,8.1,3,16,25,0,61.2,83.5,54.6,,55.4,0.6,2,3,31,0.0,0,351,2,34,94.0,330,49.3,173,73.9,58,3,49.9,175,380,132,3.9,11.2,1.15
Jonnu Smith,11855,TE,PIT,18,4.5,7,70.2,42.9,3,7,1,4.8,2,10,25,1,73.9,36.7,46.8,51.8,49.4,40.3,145,0,21,5.6,20,360,6,40,88.3,318,43.1,155,88.4,57,2,15.0,54,221,185,4.6,5.5,0.69
Andrei Iosivas,109811,WR,CIN,17,9.9,2,58.9,20.0,3,15,0,13.2,5,24,7,0,44.3,77.9,53.7,74.8,53.8,0.2,1,1,37,0.5,3,584,1,33,94.5,552,58.2,340,88.0,56,2,41.4,242,435,103,3.1,13.2,0.79
Dawson Knox,35883,TE,BUF,19,7.5,2,75.0,45.5,5,11,0,8.7,4,26,4,0,59.9,78.4,67.7,62.7,68.4,49.5,194,2,32,4.3,17,392,2,42,90.6,355,33.7,132,109.2,56,4,13.3,52,479,208,5.0,11.4,1.35
Pat Freiermuth,84085,TE,PIT,18,7.3,5,75.0,55.6,5,9,0,2.3,1,22,25,0,75.5,78.4,67.5,78.1,68.5,24.3,96,2,68,3.3,13,395,3,42,90.4,357,60.8,240,111.0,56,4,14.9,59,504,260,6.2,12.0,1.41
Demario Douglas,104155,WR,NE,21,9.7,7,70.9,57.1,4,7,0,4.9,2,20,19,0,75.3,79.8,77.4,,78.6,0.0,0,0,58,0.0,0,311,0,39,93.6,291,81.7,254,125.6,55,4,16.4,51,531,281,7.2,13.6,1.82
Garrett Wilson,97405,WR,NYJ,7,9.8,9,66.7,41.7,5,12,1,7.7,3,18,22,1,64.8,29.3,72.5,,72.1,0.0,0,2,33,0.0,0,242,2,36,93.0,225,38.8,94,97.4,54,4,61.2,148,395,98,2.7,11.0,1.76
Jonathan Taylor,57488,HB,IND,17,-0.7,9,85.2,25.0,1,4,0,8.0,4,15,14,1,63.0,80.6,78.6,58.6,52.9,0.0,0,0,43,15.4,80,520,1,46,79.2,412,6.0,31,108.2,54,2,5.2,27,378,436,9.5,8.2,0.92
Sterling Shepard,10674,WR,TB,13,9.1,5,72.2,45.5,5,11,0,2.5,1,18,30,1,82.2,32.0,61.6,78.1,62.8,0.0,0,0,36,0.8,3,382,2,39,92.1,352,49.0,187,97.1,54,1,51.0,195,371,149,3.8,9.5,1.05
Jalen Coker,143068,WR,CAR,12,10.0,2,77.8,81.8,9,11,0,2.3,1,27,5,1,83.6,78.4,75.4,73.1,75.3,0.9,3,2,52,0.9,3,349,1,42,93.7,327,55.3,193,116.7,54,4,43.0,150,528,149,3.5,12.6,1.61
Gunnar Helm,144726,TE,TEN,16,5.7,4,81.5,64.3,9,14,1,6.4,3,17,31,0,68.2,78.5,66.5,55.7,69.3,56.4,168,0,34,15.1,45,298,3,44,82.6,246,34.2,102,106.6,54,2,9.1,27,357,164,3.7,8.1,1.45
Jake Tonges,60864,TE,SF,15,7.4,2,75.5,22.2,2,9,0,2.4,1,26,28,1,74.4,29.7,77.9,56.4,75.6,63.5,198,1,23,7.4,23,312,1,40,87.8,274,27.2,85,117.3,53,5,7.7,24,366,178,4.5,9.2,1.34
Ryan Flournoy,159617,WR,DAL,15,9.8,7,75.5,40.0,4,10,1,2.4,1,29,9,0,83.0,79.1,80.3,,78.8,0.0,0,2,46,0.0,0,292,1,40,93.5,273,35.6,104,111.8,53,4,64.0,187,475,201,5.0,11.9,1.74
Kyren Williams,97118,HB,LA,20,3.2,4,83.0,71.4,5,7,1,4.3,2,17,26,0,76.8,79.9,85.2,64.7,64.4,0.0,0,0,30,25.3,142,562,1,44,71.5,402,6.4,36,125.7,53,5,0.9,5,351,193,4.4,8.0,0.87
Ricky Pearsall,100660,WR,SF,10,14.0,0,67.9,81.8,9,11,0,2.7,1,27,28,0,80.4,77.9,71.6,,73.2,0.0,0,4,45,0.0,0,331,1,36,94.9,314,21.8,72,68.8,53,0,78.2,259,528,78,2.2,14.7,1.68
Kendrick Bourne,12270,WR,SF,18,11.3,5,69.8,46.2,6,13,1,15.9,7,27,28,0,31.7,77.6,62.5,,64.1,0.0,0,2,56,0.0,0,409,3,37,96.3,394,27.1,111,87.9,53,0,72.9,298,551,167,4.5,14.9,1.4
Tyler Lockett,9502,WR,LV,17,7.3,2,61.5,30.0,3,10,0,11.1,4,14,23,0,52.1,77.0,52.1,,52.8,0.3,1,1,33,0.0,0,396,1,32,94.4,374,71.5,283,75.1,52,1,28.3,112,291,84,2.6,9.1,0.78
Saquon Barkley,45791,HB,PHI,17,0.5,11,76.9,0.0,0,1,1,9.1,4,12,24,1,58.3,88.2,67.9,44.4,46.8,0.4,2,0,47,22.4,106,474,2,40,74.1,351,7.0,33,102.9,52,2,8.9,42,298,328,8.2,7.5,0.85
Rhamondre Stevenson,98689,HB,NE,18,3.2,10,84.6,50.0,1,2,1,2.2,1,17,19,1,84.7,55.2,77.2,69.9,70.3,0.2,1,0,55,23.4,112,478,1,44,72.0,344,0.6,3,123.6,52,3,4.4,21,471,411,9.3,10.7,1.37
Travis Etienne Jr.,57185,HB,JAX,18,-1.1,13,78.8,0.0,0,2,0,8.9,4,17,15,1,60.4,76.5,74.2,68.0,62.1,0.0,0,0,45,21.2,83,391,0,41,74.4,291,10.7,42,133.6,52,7,3.1,12,341,383,9.3,8.3,1.17
Pat Bryant,144800,WR,DEN,17,9.6,8,68.6,60.0,9,15,1,7.9,3,25,10,0,63.9,77.8,63.6,64.9,66.6,0.9,3,3,48,0.3,1,334,5,35,95.2,318,58.7,196,75.0,51,1,39.8,133,412,165,4.7,11.8,1.3
Van Jefferson,47447,WR,TEN,16,12.6,0,56.9,54.5,6,11,0,0.0,0,17,31,0,88.0,76.6,59.1,,60.5,0.0,0,0,43,0.0,0,399,1,29,94.0,375,14.3,57,84.6,51,1,85.7,342,350,83,2.9,12.1,0.93
Tyjae Spears,97195,HB,TEN,13,-2.7,26,90.0,100.0,1,1,1,2.2,1,10,31,0,84.8,87.3,75.3,49.2,90.2,2.1,6,1,34,21.3,61,287,2,45,74.9,215,8.7,25,80.3,50,0,2.4,7,264,374,8.3,5.9,1.23
Cole Kmet,60995,TE,CHI,18,9.2,2,66.0,16.7,1,6,0,5.7,2,19,6,0,70.9,77.6,62.9,70.2,61.1,56.6,282,2,31,16.1,80,498,3,33,78.7,392,20.1,100,91.9,50,3,18.7,93,378,159,4.8,11.5,0.96
Jalen Nailor,84292,WR,MIN,17,13.1,3,59.2,75.0,9,12,0,3.3,1,23,18,0,78.4,77.8,66.3,66.4,67.1,0.2,1,5,62,1.1,5,451,3,29,92.9,419,60.1,271,76.8,49,4,39.5,178,444,114,3.9,15.3,1.06
Chris Godwin,11839,WR,TB,9,7.8,10,67.3,46.2,6,13,0,5.7,2,21,30,0,70.8,77.3,68.9,77.5,68.8,0.0,0,1,59,1.4,4,294,0,33,90.1,265,54.1,159,93.9,49,2,45.9,135,360,206,6.2,10.9,1.36
John Metchie III,97400,WR,NYJ,15,5.5,1,68.8,37.5,3,8,0,10.8,4,15,22,0,51.6,79.9,57.6,68.1,58.7,0.0,0,2,22,0.4,1,264,1,33,97.0,256,37.1,98,79.7,48,2,62.1,164,274,144,4.4,8.3,1.07
Rico Dowdle,40693,HB,CAR,18,-1.0,7,83.3,,0,0,0,4.8,2,14,5,1,74.3,74.2,63.5,24.6,55.2,0.0,0,1,36,15.2,52,341,3,40,78.6,268,5.9,20,91.2,48,1,11.4,39,303,361,9.0,7.6,1.13
Michael Mayer,122906,TE,LV,13,4.8,5,74.5,16.7,1,6,0,5.4,2,18,23,1,71.4,28.9,64.6,54.9,69.8,64.9,181,3,23,14.7,41,279,2,35,79.6,222,23.3,65,73.7,47,1,8.6,24,328,200,5.7,9.4,1.48
D'Andre Swift,57212,HB,CHI,18,-0.8,4,76.6,0.0,0,1,1,7.7,3,14,6,0,65.7,74.3,83.0,52.6,64.9,4.4,19,0,55,15.9,68,428,3,36,80.4,344,3.7,16,102.9,47,1,6.5,28,337,402,11.2,9.4,0.98
TreVeyon Henderson,145059,HB,NE,21,0.1,11,85.1,0.0,0,1,1,4.8,2,8,19,0,73.7,83.4,68.0,27.8,58.3,0.3,1,0,24,14.2,48,337,3,40,81.9,276,3.3,11,96.3,47,1,7.1,24,254,285,7.1,6.4,0.92
David Njoku,11784,TE,CLV,12,5.9,3,71.7,75.0,9,12,0,5.7,2,11,8,0,70.8,28.6,55.9,47.7,61.6,55.7,186,2,23,11.4,38,334,0,33,82.9,277,28.7,96,99.3,46,4,14.4,48,293,166,5.0,8.9,1.06
Brandin Cooks,8655,WR,BUF,17,16.9,1,63.0,64.7,11,17,0,6.5,2,18,4,0,66.6,76.3,57.4,,57.2,0.0,0,1,50,0.0,0,421,1,29,95.5,402,37.5,158,77.9,46,0,62.0,261,357,55,1.9,12.3,0.89
Matthew Golden,156165,WR,GB,15,13.2,6,71.7,66.7,4,6,0,2.9,1,20,12,0,78.9,81.6,70.5,66.4,72.7,1.9,6,1,46,0.3,1,310,0,33,93.9,291,41.6,129,100.4,46,1,56.5,175,445,146,4.4,13.5,1.53
Tre Harris,122676,WR,LAC,18,9.7,5,69.6,75.0,6,8,0,3.0,1,20,27,0,78.4,77.3,63.3,67.7,66.6,1.2,4,1,37,0.6,2,328,2,32,97.3,319,35.7,117,89.4,46,1,62.5,205,344,151,4.7,10.8,1.08
Javonte Williams,77803,HB,DAL,16,-1.1,7,76.1,0.0,0,7,0,2.8,1,7,9,1,80.5,73.9,75.3,66.5,45.7,0.2,1,0,14,25.3,124,491,1,35,69.9,343,3.9,19,92.5,46,2,2.4,12,137,203,5.8,3.9,0.4
Josh Jacobs,45953,HB,GB,16,-0.8,8,82.2,100.0,2,2,0,0.0,0,8,12,0,90.0,63.6,85.8,43.9,89.5,2.9,9,0,31,21.3,66,310,1,37,75.2,233,2.6,8,100.5,45,1,4.8,15,285,316,8.5,7.7,1.22
Kenneth Walker III,97199,HB,SEA,20,-1.0,12,88.9,0.0,0,1,0,7.0,3,19,29,1,66.3,87.5,91.4,36.0,71.4,1.0,3,0,46,17.1,51,299,1,40,78.9,236,12.0,36,102.4,45,0,5.7,17,386,442,11.1,9.7,1.64
Sam LaPorta,101690,TE,DET,9,5.7,8,88.9,100.0,7,7,0,0.0,0,23,11,0,90.1,78.3,82.0,60.6,83.2,40.1,115,0,40,11.5,33,287,1,40,85.0,244,40.4,116,134.2,45,3,18.1,52,489,273,6.8,12.2,2.0
Dontayvion Wicks,99711,WR,GB,14,11.6,3,68.2,63.6,7,11,1,9.1,3,21,12,0,58.8,77.0,70.2,79.4,71.2,3.6,9,2,30,1.6,4,253,1,30,94.1,238,48.6,123,86.6,44,2,47.8,121,332,68,2.3,11.1,1.39
James Cook,83666,HB,BUF,18,1.0,8,84.1,0.0,0,1,0,7.5,3,12,4,0,64.3,35.2,80.7,41.9,59.2,0.9,3,0,51,7.4,25,336,1,37,88.4,297,3.0,10,112.1,44,2,0.6,2,320,300,8.1,8.6,1.08
Tyrone Tracy,84226,HB,NYG,15,0.5,10,83.7,33.3,1,3,0,5.3,2,14,21,1,72.6,79.7,70.2,45.5,66.0,0.0,0,0,42,17.7,61,345,2,36,78.6,271,5.5,19,110.1,43,2,8.4,29,288,327,9.1,8.0,1.06
Jaylen Warren,98692,HB,PIT,17,-2.5,24,95.3,,0,0,0,2.4,1,13,25,0,83.0,84.1,81.0,72.0,83.6,4.8,13,0,65,14.4,39,271,0,41,82.3,223,3.0,8,114.8,43,2,2.2,6,337,440,10.7,8.2,1.51
Travis Hunter,160766,WR,JAX,7,8.1,9,65.1,50.0,4,8,0,6.7,2,12,15,1,66.8,27.3,62.2,,62.7,0.0,0,2,44,0.0,0,238,3,28,94.5,225,64.7,154,73.6,43,1,33.6,80,298,141,5.0,10.6,1.32
Darnell Washington,124044,TE,PIT,16,5.3,12,72.1,50.0,3,6,0,11.4,4,16,25,2,50.8,20.8,71.0,68.4,65.1,68.5,191,1,36,19.7,55,279,1,31,76.0,212,16.8,47,95.5,43,1,14.7,41,364,228,7.4,11.7,1.72
Rachaad White,131633,HB,TB,17,-2.1,12,95.2,,0,0,0,0.0,0,10,30,0,90.2,90.2,80.9,58.2,67.1,0.0,0,0,18,19.6,80,408,0,40,74.3,303,7.4,30,88.3,42,0,5.9,24,218,329,8.2,5.5,0.72
Isaiah Bond,163586,WR,CLV,16,17.0,1,42.9,50.0,6,12,1,5.3,1,12,8,0,69.9,77.5,57.1,,57.3,0.0,0,1,52,0.0,0,367,1,18,93.7,344,45.5,167,61.4,42,0,54.2,199,338,84,4.7,18.8,0.98
JuJu Smith-Schuster,11817,WR,KC,17,5.2,7,78.6,50.0,3,6,1,2.9,1,19,16,0,70.3,77.1,56.7,72.8,60.5,1.0,4,2,30,0.7,3,413,4,33,93.7,387,44.3,183,89.0,42,1,54.7,226,345,194,5.9,10.5,0.89
Tez Johnson,123709,WR,TB,16,12.2,6,66.7,66.7,4,6,0,3.4,1,16,30,0,65.8,77.5,63.5,62.4,64.3,0.0,0,0,45,0.3,1,318,1,28,93.4,297,39.6,126,129.2,42,5,59.4,189,322,107,3.8,11.5,1.08
Mike Gesicki,47153,TE,CIN,13,10.5,0,66.7,54.5,6,11,0,0.0,0,19,7,0,87.6,76.5,70.8,26.0,71.7,2.6,7,3,37,0.4,1,268,1,28,93.7,251,78.4,210,74.2,42,2,19.0,51,307,68,2.4,11.0,1.22
Michael Carter,57337,HB,ARZ,13,1.9,17,78.6,33.3,1,3,0,5.7,2,12,1,0,69.5,88.5,71.2,66.1,67.6,0.7,2,0,18,16.0,47,294,0,33,80.6,237,3.1,9,93.2,42,0,4.4,13,267,259,7.8,8.1,1.13
Tucker Kraft,104034,TE,GB,8,4.8,6,80.0,50.0,1,2,0,8.6,3,22,12,0,51.7,77.2,78.1,53.5,82.9,58.8,150,0,59,12.9,33,255,1,32,82.4,210,29.0,74,157.2,40,6,12.2,31,489,347,10.8,15.3,2.33
Breece Hall,97636,HB,NYJ,16,1.0,5,90.0,0.0,0,1,0,2.7,1,13,22,0,72.2,73.3,83.5,45.8,75.2,0.0,0,0,42,22.9,80,349,1,36,73.4,256,3.7,13,111.5,40,1,3.4,12,350,325,9.0,9.7,1.37
Woody Marks,124179,HB,HST,18,2.3,7,65.0,0.0,0,5,0,3.7,1,8,13,0,75.5,71.8,67.5,48.9,59.1,0.5,2,0,50,25.1,102,406,0,26,70.0,284,2.0,8,104.9,40,3,5.2,21,227,242,9.3,8.7,0.8
Tyler Higbee,10744,TE,LA,13,6.8,0,72.5,42.9,3,7,0,9.4,3,20,26,0,57.0,76.3,68.9,67.4,67.1,57.9,147,0,36,7.9,20,254,3,29,88.6,225,25.6,65,125.5,40,3,15.7,40,365,172,5.9,12.6,1.62
Cedric Tillman,84434,WR,CLV,13,11.9,0,53.8,50.0,3,6,0,4.5,1,13,8,0,72.1,74.9,55.8,,57.4,0.0,0,2,42,0.0,0,335,2,21,94.3,316,31.9,107,71.5,39,2,68.1,228,270,61,2.9,12.9,0.85
Chuba Hubbard,57373,HB,CAR,16,-1.5,7,82.1,100.0,1,1,0,11.1,4,13,5,0,51.6,77.4,69.9,48.4,60.0,0.0,0,0,35,18.5,57,308,0,32,76.9,237,2.9,9,117.5,39,3,13.6,42,236,314,9.8,7.4,1.0
Tony Pollard,27126,HB,TEN,17,-0.1,5,84.6,100.0,2,2,1,8.3,3,11,31,1,63.6,51.2,67.0,58.0,51.8,0.5,2,1,29,18.6,73,393,2,33,77.4,304,4.3,17,78.0,39,0,2.8,11,206,211,6.4,6.2,0.68
Alvin Kamara,11822,HB,NO,11,0.8,4,84.6,0.0,0,1,0,8.3,3,7,20,2,61.2,41.1,51.7,23.4,39.5,0.0,0,0,26,16.0,48,300,0,33,80.0,240,7.7,23,86.5,39,0,5.3,16,186,201,6.1,5.6,0.78
Demarcus Robinson,10760,WR,SF,16,13.4,3,74.4,77.8,7,9,0,6.5,2,20,28,0,67.3,76.7,68.1,,67.1,0.0,0,0,61,0.0,0,323,0,29,95.4,308,37.5,121,122.6,39,2,62.5,202,388,92,3.2,13.4,1.26
Tommy Tremble,84025,TE,CAR,18,4.1,4,76.9,100.0,1,1,0,6.3,2,11,5,0,68.8,76.8,62.5,61.6,55.0,50.5,184,0,54,9.6,35,364,3,30,84.6,308,36.5,133,112.2,39,2,9.9,36,271,183,6.1,9.0,0.88
Noah Fant,42388,TE,CIN,15,3.7,2,89.5,75.0,3,4,0,2.9,1,13,7,3,79.4,17.1,56.4,32.0,56.6,66.2,155,0,25,3.4,8,234,3,34,91.5,214,23.5,55,124.6,38,3,9.0,21,288,177,5.2,8.5,1.35
DeAndre Hopkins,7808,WR,BLT,17,14.5,0,57.9,64.7,11,17,0,4.3,1,15,3,0,73.5,75.3,81.3,,82.3,0.0,0,1,41,0.0,0,216,0,22,93.5,202,27.3,59,93.1,38,2,72.7,157,330,67,3.0,15.0,1.63
Joshua Palmer,62979,WR,BUF,12,11.1,0,59.5,57.1,4,7,1,4.3,1,13,4,0,72.3,74.9,58.4,,61.5,1.2,3,2,45,0.0,0,256,5,22,92.6,237,21.1,54,63.2,37,0,77.7,199,303,54,2.5,13.8,1.28
Aaron Jones,11937,HB,MIN,12,-0.1,3,75.7,50.0,1,2,0,9.7,3,9,18,2,58.0,56.7,65.0,35.6,46.1,2.2,5,0,27,13.0,30,230,0,28,80.9,186,1.3,3,96.6,37,1,4.8,11,199,222,7.9,7.1,1.07
Dyami Brown,77986,WR,JAX,13,14.4,3,54.1,50.0,4,8,0,16.7,4,13,15,0,29.4,27.9,55.5,,58.0,0.0,0,1,39,0.0,0,219,2,20,93.6,205,26.0,57,70.4,37,1,74.0,162,227,36,1.8,11.4,1.11
KaVontae Turpin,47658,WR,DAL,15,9.2,6,70.3,50.0,1,2,1,13.3,4,16,9,0,45.4,74.7,61.6,67.1,64.7,0.0,0,1,86,0.4,1,267,1,26,89.9,240,72.7,194,112.0,37,2,25.5,68,396,212,8.2,15.2,1.65
Tyquan Thornton,78092,WR,KC,14,27.8,0,52.8,40.0,4,10,0,0.0,0,15,16,0,83.2,81.0,66.2,,68.4,0.0,0,0,61,0.0,0,275,1,19,93.8,258,37.5,103,124.5,36,3,62.5,172,438,62,3.3,23.1,1.7
Devaughn Vele,100637,WR,NO,13,12.6,0,69.4,81.8,9,11,0,0.0,0,19,20,0,86.5,75.9,72.7,72.3,74.3,3.4,9,0,17,1.9,5,267,1,25,90.6,242,41.6,111,112.4,36,2,54.7,146,293,32,1.3,11.7,1.21
Elijah Higgins,98027,TE,ARZ,17,4.1,14,83.3,33.3,2,6,1,0.0,0,15,1,1,88.0,27.5,61.5,41.0,62.7,45.2,147,1,27,2.5,8,325,4,30,92.3,300,41.5,135,89.9,36,0,10.2,33,301,211,7.0,10.0,1.0
Jaylin Noel,125155,WR,HST,19,9.9,0,74.3,50.0,1,2,0,3.7,1,13,13,0,74.9,90.7,68.2,,69.0,0.0,0,1,44,0.0,0,221,0,26,94.6,209,65.6,145,105.9,35,2,33.5,74,292,100,3.8,11.2,1.4
Dylan Sampson,163772,HB,CLV,15,-1.3,8,94.3,,0,0,1,2.9,1,8,8,1,78.9,65.3,65.8,23.0,80.6,6.9,12,0,66,10.4,18,173,1,33,84.4,146,9.8,17,118.0,35,2,10.4,18,271,324,9.8,8.2,1.86
Rashod Bateman,84296,WR,BLT,13,12.7,2,54.3,40.0,2,5,0,13.6,3,12,3,0,46.6,74.4,55.5,,54.6,0.0,0,1,36,0.0,0,335,2,19,95.2,319,11.3,38,81.1,35,2,88.4,296,224,42,2.2,11.8,0.7
Calvin Ridley,48262,WR,TEN,7,13.5,2,48.6,14.3,1,7,0,15.0,3,13,31,0,41.9,73.6,67.8,,66.7,0.0,0,1,47,0.0,0,171,1,17,93.6,160,24.6,42,66.7,35,0,75.4,129,303,86,5.1,17.8,1.89
David Sills V,34579,WR,ATL,17,11.1,3,51.4,50.0,2,4,0,14.3,3,9,2,0,43.5,73.9,53.0,70.6,52.8,0.3,1,1,21,1.4,5,354,2,18,94.4,334,41.2,146,74.8,35,2,58.2,206,191,59,3.3,10.6,0.57
Jahan Dotson,84375,WR,PHI,18,15.8,0,52.9,50.0,3,6,0,0.0,0,10,24,0,83.2,81.7,54.1,52.8,53.0,0.2,1,3,51,0.2,1,462,1,18,94.6,437,41.3,191,51.3,34,1,58.4,270,262,50,2.8,14.6,0.6
Omarion Hampton,162750,HB,LAC,10,-1.6,3,94.1,75.0,3,4,0,0.0,0,7,27,1,88.7,74.3,77.3,16.3,67.7,1.3,3,0,22,17.4,41,236,0,32,78.4,185,4.7,11,100.0,34,1,3.4,8,192,248,7.8,6.0,1.04
Isaiah Likely,83955,TE,BLT,14,7.9,3,79.4,66.7,2,3,0,3.6,1,11,3,2,75.5,18.6,56.4,46.1,57.0,14.5,39,0,43,5.6,15,269,5,27,88.5,238,73.2,197,114.1,34,1,11.2,30,307,122,4.5,11.4,1.29
Kyle Monangai,129891,HB,CHI,19,0.2,8,67.6,0.0,0,2,1,14.8,4,10,6,0,41.6,90.7,67.4,29.2,44.4,6.2,20,1,34,16.1,52,323,1,23,79.3,256,1.2,4,73.4,34,0,4.3,14,222,229,10.0,9.7,0.87
Darren Waller,9637,TE,MIA,9,11.9,0,70.6,62.5,5,8,0,0.0,0,19,17,0,85.7,76.3,82.8,62.4,87.6,21.1,36,0,34,0.6,1,171,1,24,94.7,162,40.9,70,135.2,34,6,38.0,65,283,69,2.9,11.8,1.75
Austin Hooper,10715,TE,NE,20,9.3,0,70.6,66.7,4,6,0,0.0,0,16,19,0,85.3,75.8,65.3,65.8,67.3,70.5,206,1,31,13.0,38,292,2,24,83.6,244,14.4,42,103.4,34,2,14.4,42,287,105,4.4,12.0,1.18
Isaiah Williams,97156,WR,NYJ,11,3.1,2,76.5,50.0,1,2,0,3.7,1,10,22,0,74.9,67.6,61.4,62.4,61.6,0.0,0,0,25,0.5,1,220,1,26,97.3,214,66.8,147,89.5,34,0,32.7,72,193,122,4.7,7.4,0.9
Adam Thielen,8288,WR,PIT,17,8.9,2,61.8,50.0,5,10,1,12.5,3,12,25,0,49.3,74.9,54.1,62.3,57.3,0.4,1,0,28,0.4,1,278,2,21,94.2,262,54.7,152,79.4,34,0,44.6,124,211,55,2.6,10.0,0.81
Noah Gray,60878,TE,KC,16,6.2,1,63.6,100.0,3,3,0,8.7,2,9,16,0,61.3,75.1,57.7,72.6,52.4,53.7,173,0,28,14.6,47,322,1,21,78.6,253,29.2,94,77.6,33,0,15.2,49,178,111,5.3,8.5,0.7
Kyle Juszczyk,7912,FB,SF,19,4.3,2,87.9,75.0,3,4,0,0.0,0,13,28,0,87.3,77.5,64.7,84.3,66.2,35.4,97,0,27,7.7,21,274,1,29,88.3,242,32.1,88,121.3,33,2,12.0,33,273,150,5.2,9.4,1.13
Brashard Smith,143951,HB,KC,17,-1.4,7,75.8,,0,0,0,7.4,2,7,16,0,63.4,87.5,67.3,73.2,76.4,0.9,1,0,17,1.8,2,114,0,25,94.7,108,22.8,26,97.0,33,1,18.4,21,172,236,9.4,6.9,1.59
Greg Dortch,42237,WR,ARZ,12,1.7,12,87.9,50.0,2,4,0,6.5,2,10,1,0,68.1,63.6,62.3,,61.4,0.0,0,0,39,0.0,0,226,1,29,95.1,215,71.7,162,123.0,33,3,24.8,56,206,199,6.9,7.1,0.96
Ja'Tavion Sanders,144717,TE,CAR,12,5.2,5,87.9,33.3,1,3,0,6.5,2,8,5,0,57.0,76.3,51.6,75.2,50.2,23.8,62,0,18,6.9,18,260,1,29,88.1,229,58.1,151,100.8,33,1,16.5,43,190,85,2.9,6.6,0.83
Bucky Irving,144970,HB,TB,10,-2.2,14,90.9,50.0,1,2,0,6.3,2,11,30,0,70.5,78.4,67.8,22.6,68.2,0.0,0,0,72,13.9,33,237,0,30,78.5,186,4.6,11,131.9,33,3,7.6,18,277,358,11.9,9.2,1.49
Davis Allen,99697,TE,LA,20,4.6,2,72.7,0.0,0,4,0,7.7,2,12,26,0,64.1,75.7,61.4,70.5,56.9,58.1,168,0,27,19.0,55,289,4,24,75.8,219,14.5,42,119.3,33,3,22.5,65,208,139,5.8,8.7,0.95
Luke Musgrave,98499,TE,GB,18,8.7,0,75.8,20.0,1,5,0,7.4,2,11,12,1,63.2,25.9,53.9,77.4,57.8,58.9,162,0,26,7.3,20,275,1,25,89.5,246,27.6,76,98.2,33,0,13.5,37,261,78,3.1,10.4,1.06
Quinshon Judkins,157128,HB,CLV,14,-0.7,5,78.8,60.0,3,5,0,3.7,1,7,8,0,76.3,91.0,66.6,19.1,64.2,2.6,5,1,58,12.8,25,195,0,26,83.6,163,2.1,4,75.6,33,0,3.6,7,171,193,7.4,6.6,1.05
Jalen Tolbert,61637,WR,DAL,13,12.4,2,54.5,40.0,4,10,0,5.3,1,12,9,0,70.5,78.1,60.4,,61.2,0.0,0,1,35,0.0,0,284,1,18,93.0,264,45.4,129,70.6,33,1,54.6,155,203,49,2.7,11.3,0.77
Marquez Valdes-Scantling,47809,WR,PIT,11,11.8,0,53.1,16.7,1,6,0,5.6,1,7,25,1,67.7,23.4,49.2,,51.1,0.0,0,0,19,0.0,0,267,1,17,96.6,258,27.3,73,75.8,32,1,72.7,194,146,36,2.1,8.6,0.57
